icao
icao
"MLA"
"TXW"
"A1F"
"JRB"
"LOC"
"SQH"
"AER"
"AEU"
"REU"
"RLA"
"TRS"
"--+"
"BAW"
"PQW"
"AFR"
"ACI"
"T&O"
"BIH"
"BMA"
"BMI"
"BMJ"
"BMR"
"BRG"
"SNC"
"BZH"
"LAJ"
"XBM"
"BSA"
"CIF"
"TP6"
"KAP"
"ES2"
"ERR"
"HA1"
"VKJ"
"CUD"
"OBT"
"CHQ"
"XOJ"
"OAI"
"OAR"
"OAN"
"666"
"SJS"
"ZCS"
"XAN"
"CFE"
"RBY"
"CJC"
"YEL"
"RAW"
"XSR"
"COM"
"UCA"
"TJA"
"CPZ"
"COA"
"CMI"
"M1F"
"IWA"
"CRL"
"CCM"
"CAN"
"NCR"
"EAV"
"CRO"
"EVC"
"CEO"
"XAU"
"EGH"
"ENY"
"RAB"
"RPO"
"RUE"
"RNY"
"SAL"
"AL2"
"N99"
"DAL"
"AAF"
"AIR"
"EZE"
"AAH"
"THT"
"EIA"
"XLA"
"XEL"
"LHN"
"BTA"
"EZY"
"FCA"
"FLT"
"AAL"
"FWL"
"BEE"
"GSM"
"FRE"
"FRL"
"FFT"
"FTA"
"GBL"
"GJS"
"GLA"
"GFT"
"HAG"
"HAL"
"HFR"
"HER"
"HWY"
"QXE"
"AWE"
"AWI"
"IBU"
"ALO"
"RSI"
"EXS"
"JBU"
"KEN"
"AMT"
"ASH"
"MES"
"MDW"
"MEP"
"AAY"
"MON"
"MYT"
"EJA"
"NEA"
"NCF"
"NWA"
"OAE"
"PSA"
"NMI"
"PEN"
"PDT"
"APW"
"FLG"
"PDC"
"KIN"
"RPA"
"RYA"
"RYN"
"RAE"
"SAY"
"SBS"
"SCE"
"SCX"
"SEA"
"SGY"
"ASQ"
"SWA"
"SYX"
"NKS"
"SKW"
"SPM"
"SOU"
"SPI"
"TCF"
"TCX"
"WOW"
"TJT"
"TOM"
"AUR"
"LOF"
"GWY"
"UAL"
"USA"
"USH"
"AIO"
"VRD"
"VIR"
"WAL"
"WOA"
"BIE"
"SEU"
"TAH"
"AWW"
"FWI"
"EGF"
"VUE"
"UPA"
"CYD"
"TVF"
"MKU"
"FLZ"
"GTI"
"4AA"
